,reward,session,trial,mean_degree,std_degree,entropy_degree,mean_strenght,std_strenght,entropy_strenght,mean_closeness,std_closeness,entropy_closeness,mean_clustering,std_clustering,entropy_clustering,geodd,smallworld,mean_clustering_midbrain,mean_clustering_basal_ganglia,std_clustering_midbrain,std_clustering_basal_ganglia,mean_degree_midbrain,mean_degree_basal_ganglia,std_degree_midbrain,std_degree_basal_ganglia,mean_strenght_midbrain,mean_strenght_basal_ganglia,std_strenght_midbrain,std_strenght_basal_ganglia,mean_closeness_midbrain,mean_closeness_basal_ganglia,std_closeness_midbrain,std_closeness_basal_ganglia
0,-1.0,9,0,26.942339373970345,23.03685829267636,2.033871921750629,0.8220957050602206,0.7607602304615801,1.8855888340311033,0.014887221348329266,0.0021714475965668484,2.7414154199261285,0.30226345189046944,0.10930409161362413,2.96315138929645,2.3290543222361775,0.12977947701978007,0.30469293306591283,0.3118874653240832,0.11452399868621627,0.10525675559841999,27.77391304347826,28.193548387096776,23.49285214867269,33.9044381478093,0.8412260955574351,0.8868366125481055,0.7579359077312807,1.175358757823348,0.015102745197541281,0.014809214530004531,0.0021229554936676113,0.0026170351472084756
1,-1.0,9,1,26.442067736185383,22.174416663572988,1.6921132574263518,0.8233061128764488,0.753612129134791,1.5544015530012092,0.015599333762204147,0.0022816883422268237,2.6614340705817927,0.30799919513940566,0.11440483352948146,2.806397355577273,2.2927170868347337,0.13433807289525695,0.3157214716957663,0.30753006773414077,0.12493537223987307,0.10649162594337575,28.763546798029555,29.583333333333332,20.934174365991627,40.13198710366693,0.8985356741810827,0.9368754828971225,0.675810026836516,1.4313620884528646,0.01601924547102005,0.015745991443727778,0.0021820899806250485,0.0027245500452691674
2,-1.0,9,4,30.08503401360544,25.679664136606444,2.034128767672718,0.9573168444567205,0.91544078979508,1.8846214708973288,0.016007371507491833,0.002465911772420829,2.7090989543464596,0.3297624898858771,0.12779388293301863,2.9386718784279275,2.272137815944095,0.14513313742320583,0.3321515006246608,0.36639670691730003,0.14000176900679523,0.1279076874305809,32.44949494949495,30.605263157894736,22.609441461019497,36.688259611922184,1.0331047420435364,0.9693990688482104,0.7888881957071944,1.2701040611106984,0.016256013737491266,0.01568387298878477,0.002369511697167261,0.00294851225909346
3,-1.0,9,5,65.74358974358974,47.07218567303645,2.093862631740734,3.580401717339421,2.3888642298899323,1.9854311487080154,0.04187050274454201,0.005217415602208432,2.620104057362523,0.5217269209663072,0.16236194559155334,3.0604688309449743,1.8310328917012721,0.28493585414599176,0.47346971731640386,0.5454743685786965,0.16889518620875285,0.17703901267301522,77.5984251968504,68.07692307692308,49.92250054346357,77.21793488209602,3.986007779378164,3.6848764126750124,2.3545967646958035,4.109049558331765,0.04203750654022947,0.04092455611218585,0.005045384865038431,0.007257780514167499
4,1.0,9,7,44.63345195729537,36.921637010607554,2.1056848901732446,1.5462576053452213,1.443353244113581,2.0257191372387795,0.02019605007447393,0.0033486505253432558,2.8343662701473464,0.3739896929860268,0.1103694791547877,2.9438028604458344,2.0412012103450246,0.18322039546645735,0.36988383592146784,0.36684576708734506,0.10956159932474464,0.1082003382036401,48.94634146341463,45.02777777777778,37.49344071129253,46.525074548337855,1.7212789824341632,1.5499501671495344,1.4919691105108845,1.7389043267400854,0.02064438750394718,0.019837670612572925,0.003555095511631247,0.003274971708629822
5,-1.0,9,8,39.330049261083744,31.879407936912543,1.907334564522556,1.2946120216697472,1.1738873215620487,1.7622273849012395,0.018660782350721616,0.0028269725611094515,2.5731863335222886,0.32685909307297073,0.10617836816379607,2.703063094248071,2.1089685420447672,0.15498528619875093,0.3400725368209865,0.32718330155049147,0.12316985643745666,0.10033718145950843,43.06976744186046,39.30769230769231,30.83835979473678,50.14959868753398,1.4341323499052034,1.3162748929623593,1.111819145250988,1.8939872896739656,0.0192190920557303,0.018054497329904187,0.0027870177813485303,0.0034285760399721827
6,1.0,9,11,45.39469026548672,34.59052466479051,1.9063733673188412,1.6304739989199333,1.3425306676065816,1.7624890114093672,0.02155935669803937,0.003156466009340791,2.6937249923147575,0.36558531834970875,0.10623028020513621,3.0289339678473794,1.9965292160923869,0.18311042753746096,0.3535451431013873,0.3873862917757219,0.10602029603435381,0.11992202996070848,49.88292682926829,48.073170731707314,35.315110442698774,51.091209803788686,1.789132743991046,1.7348514474428305,1.3652478701514696,2.014588216814954,0.021996052611531175,0.021326375814412466,0.0033857403190699987,0.0029620573120851625
7,-1.0,9,12,28.262536873156343,24.42082107790086,1.8133051849717925,0.8439963289821281,0.7983021206658593,1.6887271200618597,0.014667213586295812,0.0021032602372257478,2.5732207548703245,0.28480239171540517,0.10489139607229324,2.839866020419272,2.344165435745938,0.12149415197941356,0.2779610237717819,0.28758449788764473,0.09801352260375279,0.10909931855006884,29.74230769230769,32.17142857142857,22.36461272561776,43.47970673727209,0.8865204997072987,1.0041251318578093,0.7136490019199413,1.5007702618487817,0.014909141387760881,0.01466367149101662,0.0019939359205476998,0.0027278245373852823
8,-1.0,9,14,30.26101694915254,25.129016363013378,1.8527102739277121,0.946642960279586,0.8505390722068951,1.7658289946512142,0.015848288318030895,0.002335580612780892,2.7480500604426745,0.31493851870356193,0.11392139763458096,2.8598100747718576,2.2618917441224715,0.1392367780296869,0.3035593870013392,0.30094457142301617,0.11711407958389014,0.08971615563552528,34.50246305418719,29.974358974358974,24.546201412552225,39.83587300957819,1.0864445876093796,0.9458570283510114,0.8214632268443832,1.3860839246229701,0.016455059125960406,0.015136015673387503,0.0024131067756799516,0.00267178465681151
9,-1.0,9,18,31.29310344827586,25.02061813281037,1.8892492059083539,0.9972655680941408,0.872337940106995,1.7645314518756403,0.01673658222205468,0.002337498452289444,2.6966219738300343,0.29771535098597773,0.11145467660231957,2.896692623385082,2.2213447680304927,0.13402482823498876,0.2950464307865219,0.31099461298385594,0.11908925650915814,0.10525016298706567,34.330275229357795,31.41025641025641,24.51569616877818,29.68356011262623,1.0884868153972527,1.0214274163668238,0.8214859207229138,1.0326677740025538,0.016988758590314564,0.01688559842632151,0.0022760970195192646,0.002555310492200599
