,reward,session,trial,mean_degree,std_degree,entropy_degree,mean_strenght,std_strenght,entropy_strenght,mean_closeness,std_closeness,entropy_closeness,mean_clustering,std_clustering,entropy_clustering,geodd,smallworld
0,-1.0,32,0,59.951367781155014,43.33215257124255,2.107597321466261,2.711023205526291,2.1818539024073096,1.8125427140905697,0.03611044290094409,0.0061381425613604755,2.686748701820078,0.49343361794500634,0.12504362219737677,2.917361266648658,1.8172214396916007,0.27153191524569875
1,1.0,32,2,43.79925650557621,25.33912441685812,2.617194957201013,2.0502570116074725,1.048150157849847,2.5412802120553666,0.03247043475552584,0.003110654039419812,2.8681325605381494,0.38786200199198234,0.11751507141011373,3.0216935902329123,1.8415913000055484,0.21061242089426344
2,-1.0,32,3,17.63855421686747,17.640300460007754,2.029197973057477,0.5148395896243095,0.5735445561922642,1.863422623738305,0.01339741984402556,0.002258125268209088,2.844262734143486,0.293042851735117,0.15469501276524933,2.62618499718895,2.4670158896455385,0.1187843389923287
3,-1.0,32,5,23.076142131979694,20.357696990112114,1.7816123004074937,0.722226842953638,0.730851242054048,1.5323618320376906,0.016291231894709428,0.0027936376767195297,2.6964472933414325,0.30033933667605006,0.11086368668333257,2.7338794423646324,2.2559512277030778,0.13313201676875078
4,-1.0,32,7,27.702349869451698,23.521118108820417,1.8997764825676748,0.9258303858414615,0.9433730946561003,1.6362111388105987,0.0184045789569902,0.003432876593278256,2.7658276475157484,0.3331165046503059,0.11717572643857192,2.7354429020178554,2.14769045698741,0.15510452335741726
5,-1.0,32,9,24.903846153846153,23.677021167388155,2.0572851723735948,0.7606209208175098,0.8096156774492865,1.8951783718155273,0.01569360635245854,0.002611579534577122,2.7340374469563877,0.31920891390913325,0.10650134821548458,2.5530045456033696,2.260484244670992,0.1412126249769962
6,1.0,32,11,28.203389830508474,25.770871334363022,2.021830796055517,0.9135305122513863,1.0067515518011927,1.7918731843927227,0.017433676062535795,0.003323417590814702,2.7767459802844137,0.3339076140128094,0.1105362748517512,2.479649680144375,2.1997108535696657,0.1517961387838533
7,-1.0,32,12,16.54501216545012,16.564253517325398,1.6511755713784004,0.4921294673662666,0.5587539292657886,1.4740269991349373,0.013880021759371933,0.002374602181672069,2.7276980764712477,0.27978698497382715,0.1351930268056722,2.6145620257176425,2.4609696753901846,0.11368973286087614
8,1.0,32,13,44.32727272727273,28.762636461186016,2.5371097766026693,2.1850248040664204,1.287146749402651,2.326404913577816,0.034383717532083566,0.0038014014319985904,2.692430560264734,0.4429537212970934,0.13440086984909128,3.1258588931620253,1.842415394824154,0.2404201151062192
9,-1.0,32,16,21.94579945799458,19.30772876892892,2.0960432801644213,0.7012245541303027,0.7475431611435317,1.8086108970988093,0.01589881706500025,0.0028671183221137798,2.732828600218794,0.3071177548949262,0.11255129026768357,2.839522214390673,2.284022622834924,0.13446353456592838
10,-1.0,32,18,23.435233160621763,22.320491806394294,2.067109467158745,0.7579719405396584,0.8909081582807398,1.801436083074412,0.016361191980997766,0.0032479599145486897,2.8217896109300797,0.3098545533774489,0.12309647897803598,2.6550377315728544,2.2810578023013255,0.13583809803716557
11,-1.0,32,20,17.994708994708994,18.25017137108707,1.7427263247722642,0.5708310948811909,0.7480465143584172,1.4143457571812958,0.015098625166366134,0.00310499049061499,2.7173450104504053,0.2893767645578596,0.14326771922474213,2.551909175773637,2.3966148793735003,0.12074395725754054
12,-1.0,32,21,20.179775280898877,18.63988221363712,1.9709543414412591,0.6405189622986,0.7453730294985046,1.5672971016042887,0.016247710473489402,0.0031336780454600563,2.757550670839276,0.2975889710901881,0.13125167762564696,2.5050169721585465,2.3211900617186263,0.12820534431801378
13,-1.0,32,23,25.12928759894459,22.860403768139197,2.0881549054767423,0.8044614455523108,0.8778146479579542,1.781624939632694,0.016346314602573984,0.0031455336858381166,2.796251382203075,0.31871650018170256,0.1333325928755985,2.6573341794083625,2.2461364493026763,0.1418954312774051
14,1.0,32,24,20.320413436692508,18.79030680439333,1.9618943388137084,0.6203905121908879,0.6528905819793238,1.6914150008094362,0.01490881290379073,0.002668571969862978,2.661262933441287,0.2976900165067868,0.1235535877280817,2.420310078919835,2.368491518389096,0.12568760081913125
15,-1.0,32,25,28.219895287958114,25.444299539319747,1.959394360129523,0.9433203376187456,1.0206089661534934,1.7425108870282915,0.01872391070939042,0.003465502169194817,2.780107045631233,0.33911160608151325,0.10791722083004376,2.9935544130288805,2.120061562985255,0.1599536598380713
16,1.0,32,27,46.4124513618677,29.506200638035256,2.4899706890503026,2.2604582187495916,1.3844809625645753,2.3356044944032375,0.03626139285348368,0.004366579369072989,2.7481747964569685,0.44485339027748994,0.12415621608927992,3.0541943324908156,1.820160505836576,0.2444033857734035
17,-1.0,32,28,26.803324099722992,23.163338834431258,1.9703583558093571,0.8685602116279252,0.8647694955538012,1.7940460305726873,0.017729024487441365,0.003035659604249712,2.740883812291022,0.31064828438334446,0.10223252006767938,2.67641213007414,2.1446137273007078,0.14485045974891628
18,1.0,32,29,44.51383399209486,28.796354730674036,2.3851314934944066,2.274018190592541,1.322699910196234,2.496722641262615,0.036332588405523586,0.00419441394001844,2.8935074670650995,0.46356268943824885,0.13746536038199514,3.019040356045295,1.8245184766923896,0.25407399012950893
19,-1.0,32,30,21.415977961432507,16.777607676912577,2.1111007573938956,0.6598775717709562,0.5791924492230354,1.8784091210706724,0.01523689346574977,0.0023692185649425096,2.7174502836635033,0.28013205031458993,0.1154331432670511,2.6509878209171425,2.30251282285436,0.12166362225393307
20,1.0,32,31,50.95016611295681,35.60843961385003,2.491967079598479,2.835101363543632,2.1637353209793284,2.1583100857133415,0.038629243344632865,0.006226349919830043,2.7311469828871497,0.5091624661967833,0.1571655141869111,2.9328330043956736,1.833045404208195,0.2777686057464146
21,-1.0,32,32,23.06561679790026,21.468487531799365,1.953160662150008,0.7099534157503274,0.7538271141532549,1.6643487846024336,0.016057134001598597,0.0027458180221598314,2.711585105748283,0.31283122129316454,0.13001773421137458,2.711277101789925,2.239950269374223,0.13965989583356264
22,1.0,32,34,46.86290322580645,32.002478401357365,2.226577960433246,2.4175085148168685,1.6593382103311114,1.9799107886502314,0.03999140824283474,0.006079604868329742,2.654532173953697,0.510718982658698,0.1434238153911218,3.0429618469648947,1.8110225937051065,0.28200585924984856
23,1.0,32,35,52.11029411764706,33.72306611429021,2.5299160024275587,2.515322258772243,1.6872312419109907,2.2290894025593224,0.0366770356142407,0.005098156362214307,2.8183892552194534,0.47264342573256735,0.12232215459294081,2.964241506036705,1.808389407423486,0.26136153186495875
24,-1.0,32,36,24.824175824175825,21.83786076478813,1.9232376165165197,0.7826008828677383,0.7823278349336883,1.663720015696187,0.01706704859195111,0.0028757914417543865,2.6768057358551696,0.3253063636917798,0.11160058559000825,2.867636587985142,2.1888414615687344,0.14862034067037178
25,1.0,32,37,45.80882352941177,29.100741527312437,2.3750516743476155,2.3807646957800612,1.6381590611372991,2.2708934052186356,0.03530785206400681,0.005379662455448589,2.8032751046715223,0.4581754663154126,0.13886707590147493,3.103923928599312,1.837394182765357,0.2493615526886228
26,-1.0,32,38,59.34653465346535,42.33204490625475,2.2136270591721674,2.8412830808386227,2.2199379831940234,1.8484046770592677,0.03878972803393256,0.006149962301789173,2.6708122358372823,0.5263980270555637,0.12825533893643262,2.9905875936830286,1.8035320088300222,0.29187063189249735
27,1.0,32,39,46.49469964664311,31.499999554067525,2.4551405996523052,2.4036939946377935,1.8114450784271945,2.0991709441577395,0.03529383296185492,0.005605882450242341,2.7580258683081853,0.4725912295153897,0.14718394421658587,3.0434802703105692,1.8405633661629452,0.256764444084644
28,-1.0,32,40,34.27167630057804,28.39179145537505,2.075527101174529,1.177614899188125,1.124178109297022,1.8300376340190425,0.020916727336131685,0.003559039654030173,2.709950303257372,0.36281490600848587,0.09533360059901277,3.019905869803103,1.996313981737455,0.18174240591788904
29,-1.0,32,42,43.55555555555556,31.446996362878817,2.298358389283518,1.68626934350295,1.2986594173151245,2.299259800173776,0.02573370318155224,0.0037643105797754697,2.859993198118344,0.4097863191120487,0.09914844952289392,2.9234169614027756,1.8848755876619654,0.21740762191119217
30,-1.0,32,44,19.99043062200957,19.567327134847122,2.2642820194448183,0.6221280611449923,0.7167178178458722,1.9615353465847831,0.01447904593904165,0.0026366899571906776,2.8430203226068556,0.3117623221431844,0.1472206449261308,2.5939631936939875,2.4157745573875826,0.12905273846427293
31,-1.0,32,47,35.256637168141594,26.318262699563213,2.442674769224394,1.2585210472177417,1.032022900207385,2.2590638342680815,0.02173772994428989,0.0033033749895767838,2.759599989028903,0.3634331835572925,0.10727211058375871,3.01345853876524,1.979368487196942,0.18361067477231785
32,-1.0,32,49,22.341207349081365,18.01891999558797,2.30836458689524,0.6717062725181674,0.5949504889061451,2.1491180956498424,0.014933476538154798,0.002228177073966192,2.6561275024136006,0.27942444836378144,0.11845755442266102,2.478153799422943,2.308647603260119,0.12103382429141493
33,-1.0,32,52,34.345205479452055,28.235628135224033,2.1921151485123205,1.1731852256661952,1.1022849077858803,2.012931833850306,0.021008443125497156,0.0033680736083093986,2.7749112581118323,0.3697026308424949,0.09833225358330824,2.6777463545806386,2.006427818756586,0.18425912329684765
34,1.0,32,53,43.83720930232558,29.125441260968305,2.1081195829925434,2.196868575586317,1.370150056917583,2.005453489719378,0.03594245539629431,0.0045192868080009265,2.7154088382127486,0.4642742775377077,0.13535195217058515,3.060357011677634,1.8296685066208187,0.25374775586817494
35,-1.0,32,54,21.67,19.16901405915286,2.328798005762589,0.6494551734043768,0.6182193227674851,2.2105110513198767,0.0144591878687956,0.0022295853714854948,2.8646727672420633,0.27729477187001883,0.11077591767591187,2.6818949027971875,2.3462280701754388,0.11818747520537684
36,1.0,32,55,49.87096774193548,32.49953707079785,2.558211161692591,2.5686680307075243,1.818865650829245,2.3393410858668378,0.036432325648283866,0.005562208759383587,2.8338921407662485,0.47311666406983927,0.1368147048577246,2.965914344047579,1.8245790464402671,0.25930181813327546
