,reward,1C,2C,3C,4C,5C,6C,7C,8C,9C,10C,11C,12C,13C,14C
0,-1.0,0.0593581560822608,0.01437575315134321,-0.07054445966082455,-0.11741897964975583,0.08550214805368793,-0.0027210682870487234,0.03286423742212134,0.3605463926489468,0.006043733979149157,0.001211915523425702,0.002381295654770188,-0.07368672298717467,0.15667137223614946,-0.027007942169108973
1,-1.0,-0.04439059924253989,-0.11164010041032998,0.09150241045208207,-0.3334305476478229,-0.43857903095795453,0.3146522252140067,0.006239516772989974,0.08555429562080234,-0.1310368331817489,0.37943280515234945,-0.04922636670296406,0.2631173819921764,0.19055284990889437,-0.10370502484923343
2,1.0,-0.15981049547549445,0.16177470991072543,0.035724191939779694,-0.09877821045969762,-0.20292326776563196,0.06442558448991359,-0.20066299620088393,-0.11994050679597869,0.049986056483635355,-0.099752147697066,-0.00492187219269432,-0.2344143578351233,0.14075427136636998,0.19374147601961844
3,-1.0,-0.23665257389399988,0.26518325383742786,-0.17770127435654437,0.10277159069809395,0.0720136513826782,0.16146203921559055,-0.00740511319643638,0.1180949655618234,-0.11252668295718317,-0.11753291975971214,0.07673107294069771,-0.28098775804196785,0.04803386452642252,0.11746911034884461
4,-1.0,-0.21927426385905227,-0.19531516980708705,0.2976058159475904,0.3466019252872777,-0.20864422558524906,-0.09105268347850021,0.14291777569040653,0.020280767922267687,-0.15152968300203007,-0.07172495015012097,0.28144246897523795,-0.34913099285321353,0.047359055572566686,-0.3013427900789051
5,-1.0,0.09606030622833285,0.30247945044133856,0.028742616972623987,-0.007835617484891338,-0.08881918007423996,0.019846586585815024,0.03589322263155717,0.11145829962625332,0.1061392351498576,-0.15049197711670392,0.11005432357778351,-0.03532551102592605,0.16774280994755905,0.1564528430274064
6,-1.0,0.00979725285935502,-0.13695022865628353,0.10801176326666496,0.10444047134977731,0.024306055806770824,0.29914143897556156,0.4139052417299821,-0.12644642232517117,-0.12099633616834417,-0.17977801652753678,-0.19537229121183275,0.20759186119080908,0.23302253935179576,-0.16425268592241052
7,-1.0,-0.15145018132337487,-0.07638419633653085,0.3099405743017533,-0.2642482598802105,0.03846023178812937,-0.2586507584420246,0.39309408214971797,0.2883034839512387,-0.0632873702119513,-0.1659681737332818,0.12304969488908223,0.16670696086618264,-0.2307954226093897,0.2089618992625606
8,1.0,0.19193821492421267,-0.15010684520035533,0.059866269595046206,-0.433034344169211,0.09543001916567685,-0.25206290086215377,-0.1754395077405618,-0.1081250514394757,-0.30988656920003527,-0.024493199396662776,-0.09835374176271883,-0.31917180389957206,-0.1370224010092081,0.05390641038791149
9,1.0,-0.26306301933884463,0.32260591844633935,-0.0978798819268742,-0.10483757707860944,-6.554972126610349e-05,-0.11196714452071946,0.006582647452349554,0.02041502694684969,0.1282421531607543,0.06877077956764166,-0.016895761573868698,0.273009333166819,-0.1962263260949381,-0.18865075737768294
10,-1.0,-0.11627439531280392,-0.17181279134112595,0.012591370177838212,0.0235418680612565,0.15930132755485857,-0.07880105725494509,0.2284814072862858,-0.47235665475056793,-0.017710707628932607,0.32149435827420975,0.29437054671642554,0.029857908189490145,0.09891856138945455,0.37030413767413883
11,1.0,0.05116688655304852,-0.08526594316024601,0.3167162416126866,0.3155540242030967,-0.3528307707853015,-0.15468424194258582,-0.26393349866898513,-0.054030649103261975,0.18646020962786275,-0.07317673875656995,-0.3240466132617928,0.09422396406184938,-0.12663814684336522,0.18889867021428014
12,-1.0,0.10250268901234648,0.1508799574017303,0.11994440198665354,-0.16643598156093156,0.04192294503512255,0.005944976043656485,0.1222264666161308,-0.07763445145852398,0.32314016204507334,0.06965808679561686,0.04501282030911748,-0.17944321800323748,0.17260819673281072,-0.04578483675224805
13,-1.0,-0.11335285286378935,-0.3759716339294974,-0.131534447829371,-0.09247929997271719,-0.0034478669905557446,0.022263842361963982,-0.20968142654925495,-0.07436218983595488,0.42360002463189256,-0.17659187260288514,0.4646949240722686,0.10422733467846768,0.028767284151058895,-0.06789435823269255
14,-1.0,-0.10072590648408243,-0.10302055260672464,0.07977877212766103,-0.1804868618739949,-0.06253117233257345,0.4175673803574276,-0.03364545424234566,0.02305210749688641,0.20192356021566618,-0.04117394724558261,-0.19960067587508168,-0.14903814582958497,-0.36389160746940336,-0.05704675631320535
15,-1.0,-0.0622832577553319,0.00989551612015515,-0.06498691467590086,-0.021781562732645494,-0.10118662821972751,0.0633575554125193,-0.27603816320467917,0.03810156165339355,-0.32139004841948926,0.0748681978698713,0.21769298885295343,0.17013832446532215,-0.02906904431512913,0.13835646623643585
16,-1.0,-0.14897399496378103,0.08371761745773856,-0.05491009760118032,0.08892042250659032,0.38203881289401537,0.11051696718955327,-0.3060683552335373,0.006169448683314198,-0.12370255514378431,0.09315677389299232,-0.027516395454550313,0.12210509549375875,0.14347606155407872,-0.04285604403854044
