,reward,1C Global,2C Global,3C Global,4C Global,5C Global,6C Global,7C Global,8C Global,9C Global,10C Global,11C Global,12C Global,13C Global,14C Global,1C Local,2C Local,3C Local,4C Local,5C Local,6C Local,7C Local,8C Local,9C Local,10C Local,11C Local,12C Local,13C Local,14C Local
0,-1.0,-0.17099967350958148,-0.2694843978367725,-0.08580296627537067,-0.10548637451439574,0.04013619534787252,0.007719719487651353,0.1003536994265457,-0.0332671466788561,0.3050246920385391,-0.3355223547266458,-0.05500971194614486,0.08840010732756186,-0.06229483765148022,0.1965355289553481,-0.18839327148472024,-0.021962573591367867,-0.020721733248634338,-0.02760255692206623,-0.15001101479205273,0.14230019576875055,-0.2158947042259149,0.020678881555563935,-0.0991748477889657,0.39959567897676623,-0.04662648414806324,-0.16333213760221843,-0.18255354471928806,-0.04054528209824801
1,-1.0,-0.06240703838826892,0.03524296491043593,0.040298168290388604,0.0015241411585155235,0.0072735192767810035,0.011951218848258872,-0.2020046131002984,0.059237271328120365,0.03471008417493226,0.01022709579127568,0.011785718402638316,0.3124517852880894,-0.165693031983873,-0.11901921909695007,-0.1235606113151398,-0.13778694103074834,0.019500647533612123,0.059322427324411134,-0.08271671273237732,0.09683061371725415,0.01850905967847667,-0.005841574513003476,-0.30502996094758933,-0.03546971010432969,0.03487053552253671,0.10921749826295463,-0.00953800209067169,-0.2886954861946373
2,-1.0,-0.15407479911494604,0.06361505083249788,0.02383394004639644,-0.1415540673248406,-0.04148784135063763,0.027355276007511878,0.2160030478321532,0.12961993590969184,0.05238106378492754,0.12869689443334964,0.25871590181015175,-0.05730100167689609,0.026341362078843425,-0.14229122018077706,-0.15252028548337893,-0.03571621210513984,-0.02252685673247479,0.003970275957447921,-0.1225566641923723,-0.061430935953637626,0.001743802174298026,0.09553120570481784,-0.11372887921324822,0.2909005618396778,-0.08717368149367191,-0.13782636597610606,-0.047340474851830516,-0.13220637851404116
3,1.0,-0.04167702416334762,0.13936830158898333,0.16255217971541613,0.03840583176557508,-0.07834971794372451,0.22588197488348255,0.12317893289181635,0.20596646929286488,-0.03574445870862274,-0.03030806336818237,0.07096970981908833,-0.13959710956740867,-0.02175748231498698,-0.04149703815503529,-0.11131922201890572,-0.06483732092953612,0.06102375199229637,0.15133372310567228,-0.036917244963363835,0.009157784883043522,-0.0755378054991464,0.14769471213670018,0.14835980564593707,0.160911358676008,0.019731454484198864,-0.1290096952191687,0.06333482891194465,0.26948420725694644
4,-1.0,-0.05917549740660749,0.10920993082435948,-0.12108029912990015,-0.11867528735985267,-0.18998375807266693,-0.04982291997830359,-0.25896198914756613,0.19131364631964257,-0.05321219963203031,-0.15820279102521143,0.3356969124504053,-0.05735280356149583,0.20727527841301235,0.029388527027987985,-0.060848179134117386,-0.16738102294662033,-0.007671919758173486,0.08158645913232156,0.06675414614651373,-0.2103655278039682,-0.2564740767888581,0.012593029926918733,-0.16185636394904382,0.03703370396120024,-0.11720776018625435,0.013475649195487905,-0.07700110856303478,0.3010712943200706
5,1.0,0.010165826305514039,-0.01842419809199232,0.08977798682460236,-0.025665173821157697,-0.04803222332145328,-0.011867068240568313,-0.08269704700058274,-0.028567133073678776,0.016860700770858203,0.023194243812660092,-0.04409853902785037,0.06973487610797226,-0.06974833188321479,0.01552870295186686,0.10654820883941997,0.01534202499726532,-0.0286443620616512,0.1378162454492299,-0.12649778902782727,-0.07856478626375893,-0.049791437542061945,0.0010459019968732484,0.03078409298372804,0.008139163856885876,0.05514573461438194,0.09997270699940897,0.047095628643819894,0.012451958550696134
6,-1.0,-0.03970944366732315,0.046966041839797676,-0.16173044587231927,-0.11024738680052291,0.017295688815494092,0.4308986255406027,-0.06670260156886293,-0.09954342484117856,-0.01742583525340306,-0.29473563106648143,-0.14190170271841548,0.0012098768503994526,0.02983077952201825,-0.06849074305539363,-0.09007949390195293,-0.1635952543184844,0.04014488922955448,0.0374013506044742,-0.017513133579632155,0.10468500518838433,-0.005188259449968363,-0.13981208700163522,0.1126862991015456,-0.04751241395180692,0.056012323572981595,-0.0027867856165067176,-0.005956265281894395,-0.22024742284579066
7,-1.0,-0.03922706257776194,-0.12596286465897594,-0.11991687165119153,-0.22262505215996484,-0.0244856416501737,-0.09733790394660558,-0.09778273028146237,-0.012955921008629053,0.21794863875312212,-0.06227104263413844,-0.07969295822785033,0.20313403572715,0.06320762627913061,0.06711661245309808,-0.11928014723734796,-0.10355998484191814,0.11197169013179463,-0.058608563029270554,0.08576198188210184,0.06900836033805276,-0.356719460491025,0.04667684161016111,-0.10323156767343732,-0.1749029058834807,-0.009910043646127369,0.189403103659027,0.009949719423962135,-0.08532982609115045
8,-1.0,-0.04357568801831623,0.20559959487096469,0.06896287723530696,0.3307641658998343,-0.09328909896871249,-0.002328702554131326,0.03773691008051126,0.14727134129241223,0.0742222125003726,0.03084097177558286,-0.05147103158883919,-0.11731528027631398,0.22743139411489924,-0.0958162496816083,0.0433403056655257,0.10370739537942017,-0.0182588546125119,0.08234924404982293,-0.006897730136670366,0.1914931518634197,-0.023147664926200726,0.058330727241629715,0.10555325026512426,-0.1360140651104906,-0.07946763580596589,0.044991285502151826,-0.1413242474114639,0.02964151803743958
9,-1.0,-0.14076854705749187,-0.07212053828566033,0.06104918600855786,0.15196763540815725,0.5019066913431359,-0.07093843066875251,-0.09059880221386274,-0.0005143517567889487,0.043920218735213984,-0.2668464296374781,0.08555351102825501,0.20240305619175822,0.0607189571816621,-0.014716602021042384,-0.18434119984983557,0.07670058193861799,-0.026676536853684287,0.05943403666627591,-0.08134985807105778,0.2891179548995675,0.04498153982323905,-0.31485776655474274,-0.02400965257536087,0.011629534165760598,-0.07983774139363123,0.27858374042644074,0.0792154862779817,0.11691212884464319
10,-1.0,-0.07828478048107716,0.04460873654280261,0.010630593931269947,0.02018943087961069,0.03772807842931979,0.1549277926809094,0.15171044335117462,0.09192469835395911,0.009216837202480673,0.08405309219289277,-0.2899148185399761,-0.09641363586449957,0.26064508542104514,0.07984598176952297,-0.20286454867920084,0.08317883107434877,0.07248749285074083,-0.08738875923936221,-0.08962662884804679,0.03885627255055134,0.1058300154225945,-0.0411318138427271,0.12806310730636178,0.009470543020751572,0.25232409995176763,-0.14071024807522556,-0.18039579340197232,-0.01430667249938037
11,1.0,0.07906920541516588,0.022748195050490784,0.13398063994845294,0.040666946781551624,-0.021054667029582644,-0.16627692186464713,-0.14961811000427666,-0.06824081226561415,-0.0063647332460877466,-0.14921103835317484,-0.07783540270201199,0.004355277614551755,-0.06481652104571348,-0.06122884993328037,0.06977337422981413,0.16879096746980682,0.00026463771367642874,0.13256923795813333,0.09266897296581064,-0.004689258920459378,-0.019605121167213354,0.02512778393369087,-0.1651819626279931,0.0374182200353492,0.22473293121512597,0.011927943099361415,0.03358075771311258,-0.0742747565509733
12,-1.0,0.019373601600504428,-0.019994585061786786,-0.022720711821793582,-0.032487073208013736,0.037694398413241736,-0.005261060173894249,0.07275710905161993,0.25043036846154587,-0.08357660740622964,0.1225251067207315,0.03751559073625404,-0.04172262955546894,-0.06734825209353895,0.45434545655921016,-0.11117520601827609,-0.03468199114269742,0.11456385077841001,0.1634536217506787,0.036906921304815,-0.1789225294516688,0.36535363984758545,-0.18736337348062773,-0.08149335080388005,0.131393136174374,-0.05586895262850823,-0.020877934411652345,0.1874599253831428,0.06911542041681278
13,-1.0,0.03645351834001712,-0.15800531698723166,-0.05218148453306571,-0.1002588552247927,0.06061297294473851,-0.13420695818541423,0.2878348088761039,-0.02186688123057326,-0.20876517676855322,0.028636021566466188,0.14024135402293603,0.0075084821699920945,0.1780313607925218,-0.08704113411608798,-0.176501191255722,0.03424209945507511,0.09622990728833684,-0.18317213555537568,0.06451721533262893,-0.032796683039184836,-0.020503353433622393,0.26389239533716347,0.05604366654875483,0.19923927178540024,0.05617843656742112,-0.09422244999858558,0.15288059095517273,0.016439515539601292
14,-1.0,-0.1713727651603532,0.3049316827945161,0.11996489367652508,-0.07553015218755045,0.08271153380225074,0.007793313446322052,-0.04267559103613207,0.29768715024319803,0.035936386225321804,0.1694987948873695,0.11090016064239548,0.1552377936811443,-0.3320108454851413,-0.11582669044135459,-0.05395712432517877,-0.252929889328355,-0.09286907740009717,-0.12064709562772433,-0.0366027302941002,0.08292237013778266,-0.10626970413126445,-0.20609775698357394,0.0574752963991188,-0.15155817634124671,0.08939063846470806,0.06989244069340733,0.009281272690532659,0.16759752064863373
