,reward,1C Global,2C Global,3C Global,4C Global,5C Global,6C Global,7C Global,8C Global,9C Global,10C Global,11C Global,12C Global,13C Global,14C Global,1C Local,2C Local,3C Local,4C Local,5C Local,6C Local,7C Local,8C Local,9C Local,10C Local,11C Local,12C Local,13C Local,14C Local
0,-1.0,0.021912085506613305,-0.3826628423982618,-0.19283679880942986,-0.3166179206340428,0.17710110176257632,-0.2729677207931995,-0.2604774509511621,-0.133533752086026,-0.181363988545376,0.357947058708938,-0.29435983544630623,-0.01075856032304069,0.150812887574047,-0.06217436451750327,-0.05380632036440507,0.4123413244819334,0.11508592376091313,-0.005929308315844798,0.0696957176956867,-0.16348355251875718,-0.05409796961221144,-0.5116097225491213,0.05082719522372794,-0.09355789070705768,-0.06961500526200666,0.004432253844904335,-0.0880318219054384,-0.16720920179271548
1,1.0,-0.12633154472938496,0.20433933172233784,0.03115506845487263,-0.03956874284905637,-0.06609821767015478,-0.05920242093858131,-0.017158327502531424,-0.20194193260865909,-0.044901694361425055,0.07902837029837832,-0.3126547187891139,0.21236320922503985,-0.13438769386669366,-0.006403533867964845,0.07303541991113022,-0.016522952589327757,-0.15911232991663293,0.1693080724833036,-0.29420392697206066,-0.11270440679700862,0.06401000983115454,0.07770958630822435,-0.10031384212755552,0.026405795171199887,-0.11864082328846294,-0.06554600327994183,-0.12164284106158078,-0.023541956977214423
2,-1.0,-0.040832129099331094,-0.11714513511427149,-0.14636482490739902,-0.10147663606962316,0.15062601181807322,-0.14758623534295617,-0.023480127263709613,-0.08823727280336637,0.0782701860930416,-0.20062964890081775,0.20221350474400387,-0.17731913485531076,-0.15870289702453538,0.4004025137397507,-0.16325317677591322,0.09162483684051077,0.20331007985223173,-0.3655661048897147,0.11956307425477133,-0.012473090663156525,-0.32229601797451773,-0.11365055177085438,-0.15363481213943955,0.10460652863801408,-0.1541817226341107,-0.029589631162909847,0.18796056184912052,-0.09337174674580702
3,-1.0,0.057449462109885156,0.038796429210765926,-0.13567001003590923,-0.005017919265712395,-0.09795902464943827,-0.00982795291678508,-0.017107623703809163,-0.14417901167512995,-0.2604335549739764,-0.2697755601849682,-0.10392877700989149,-0.06465074196105068,-0.04714266510472531,0.16422716619197758,0.13904425545720717,-0.1645318595637695,0.021214633342410902,-0.2034781451112465,-0.25247061263993453,-0.1935029817888593,0.10846225680538238,0.024576950284956812,-0.05821122584100956,0.03773253676487762,0.14373252207446333,-0.19678836085095153,0.1483405425597438,0.25386153946878387
4,-1.0,-0.11983667893809365,-0.10457885884571201,-0.0912495397518428,0.09156506215375265,0.3342879160578036,-0.09772615781949603,-0.20538284879445803,0.36442346536185083,-0.038601052605431584,-0.25915348286140705,0.2354332910035562,0.16960099678345447,0.024826285187246486,-0.2626785002351869,-0.17008977038042905,0.1406715513120931,0.09181911053544697,-0.1602277455710649,0.04148039112774807,-0.10510714688319757,0.05207174771770364,-0.12905805129232462,-0.05293378015692752,-0.11174318448540772,-0.2684074619328226,0.07552482584784302,-0.4244927782512805,0.37393446744291226
5,-1.0,0.06724728720205643,-0.23984920266132165,-0.24966123799388543,0.08924179706644397,0.23117758561978455,0.027149566063786747,0.2726497379195541,-0.18892456785264744,0.005753210666974992,-0.1289631273186218,0.10216465272065474,-0.05535262986736132,-0.3531273425976774,-0.04179242541688609,-0.08142973754403918,0.24304887999552513,0.20924202346306994,0.2523227684767854,0.1369620240973768,-0.4019560956081051,-0.04350569303824929,0.2524241530684166,0.04757159988435427,0.0718148606843666,-0.1212843299053532,0.00820613881560913,0.008221449192287565,0.014419871502266975
6,1.0,0.07896357043779517,-0.16479871995788214,0.3870974310054305,0.09899397375777691,-0.12540561636267186,0.091791222989474,-0.152778692571959,-0.40787419952524057,0.3583931655092678,-0.29938618370071446,-0.08403439309514109,0.29577758007745775,-0.07990035728005203,-0.16789476293698818,-0.21931972221303267,-0.15116154411006225,0.2801802857077201,0.04660767754455641,-0.21044907468440008,0.2480794485382787,-0.0006059358066583766,0.09304922649898385,0.20385169735861702,0.44436492267010647,-0.19388150750078595,0.10157395321970465,0.16183274548567242,-0.1993260534263231
7,-1.0,0.00525816767307352,-0.049240928541718194,-0.386244378021073,0.6268759036314633,-0.2112400124365309,0.06391698394432974,0.020836705177953083,0.05064653063824527,0.052003398086284895,0.12537931897788324,-0.28755931799751105,-0.0831452516824012,0.17079133359960127,0.1372169850789297,-0.2552338891773752,-0.22347009282400424,0.16769515796343434,-0.13219796090913566,0.08864217754699201,-0.0989913059660698,0.31993044736028625,0.36042808387762126,-0.2880256927436289,-0.42187423198475876,-0.10201358938738427,-0.17026157947441142,0.055487081194371984,-0.08014123371303553
8,1.0,-0.1503657765602272,-0.11188918043409453,0.03566738637477736,0.18099016568783124,0.16671127646837006,-0.06611966696310746,0.04749444262602761,-0.31141305909778666,-0.032470321679320034,-0.02388279157223729,0.21281949144928303,0.16243020223627264,0.4046366072232497,0.013812026473934577,-0.1841909127051212,0.13610133537683922,0.0010000161948826465,0.135848852826458,-0.12074572709800216,0.011129721659262333,0.12771418164293205,-0.3217796059955577,-0.318344041819221,0.018651395569395678,0.18444397250374578,-0.18772898923178552,0.25240798727154196,-0.0049720040134334145
9,-1.0,0.11131202857309705,-0.24890832516126374,0.04793241032907521,0.14508820659020946,-0.3140048800588271,-0.2552992316316836,0.1742076569214828,0.28522454197032454,-0.12159141688286315,0.06607813603954035,0.07872355434427217,0.46610548859089673,-0.25561045055817605,0.2409784578808707,-0.1449111497377562,0.061825344698149876,0.16623999476915938,0.09418113077366475,0.15408192608538734,0.08377098535795435,0.26172471199060915,0.1393531989559006,0.3930622909725587,-0.05764627050192136,0.21293685897761475,-0.16434310517318476,-0.076692976769149,-0.2662528111230725
