,reward,1C Global,2C Global,3C Global,4C Global,5C Global,6C Global,7C Global,8C Global,9C Global,10C Global,11C Global,12C Global,13C Global,14C Global,1C Local,2C Local,3C Local,4C Local,5C Local,6C Local,7C Local,8C Local,9C Local,10C Local,11C Local,12C Local,13C Local,14C Local
0,-1.0,-0.030224796360519262,-0.47911047896798703,-0.06374545304799008,-0.17416808417278723,0.26278343424583395,0.10347971349290758,0.02780705484692623,0.09339095828792944,-0.1768338142632663,-0.1526911043317443,0.04393157943838181,0.11383991446474018,-0.20786454968223902,-0.2655337534757491,-0.21941101184377554,-0.025124703699737558,-0.023678778626826078,-0.1401916859984614,-0.04734831350725079,0.0005738097535108627,-0.04094586204325661,-0.02049140504784919,-0.1794017565915672,-0.14478478006094134,0.125914656252513,0.1855855473651445,0.05053470232830363,0.060372799977619775
1,-1.0,-0.21339730772252627,-0.07048628988433153,0.47805085367507655,0.03550590249827492,-0.01135902633391831,-0.23106650527636885,0.05327841078256285,-0.01274206858347726,-0.2590839686127775,-0.19716415759909303,0.04701579897446704,-0.037976038660840275,-0.22319554812012404,0.26240017270430493,-0.2179265408556938,-0.04584371264778244,-9.782461832255204e-05,0.0841174191739611,-0.1518839247830599,0.40211002853826744,0.03647279320618139,0.2720507786499589,-0.28579727851911507,-0.03729661519004012,0.07399821889982135,-0.09605992083757404,-0.1613567177828724,-0.28501872861788496
2,-1.0,-0.00426812993383008,0.1131946008014361,-0.017506605074900636,0.10230577842955589,0.05511656752064713,0.012428056100812249,-0.13912856775051163,0.19266088945819873,-0.10928706323475047,-0.041964859376801084,-0.07547987144176063,0.0486246454970593,0.139982289793352,-0.08318763990592082,0.059538476046414164,0.11928108347440518,-0.03130167688948403,-0.009380068106264359,0.045939964560002634,-0.003371185933543849,-0.006272659387697568,-0.06793245671195364,0.04899280480969493,-0.05703388413982033,-0.03746573892115232,0.10500960473618254,0.03824413975671011,-0.13434673857245882
3,-1.0,0.04622223430124151,-0.16724328183078538,0.07294426466387559,0.02726112659239361,0.03387196927829235,0.13754988531341233,-0.021922617698126423,0.12158904053126232,0.13542127575561638,-0.18191329760522396,0.3435554530825801,0.20996076297742702,-0.1428314390483006,-0.14370665827139925,-0.21904973966960437,0.02036631905232556,0.09091555493764257,-0.10894971876019136,0.018338468021333473,0.1645259772530571,-0.08152507977172187,-0.05159116930528782,0.18893689856185997,0.06024374029599358,-0.004099967669928434,0.018316204518258557,0.09481975353382095,0.3375077600164218
4,-1.0,-0.026146474486515914,0.19993043943194663,0.0327993101098641,0.046357956830230786,-0.007422236515027867,0.09617658335474048,-0.04878014712550668,0.09749554117236733,-0.1665256190370855,-0.1592175098157555,-0.06235903682664035,0.07242274499427008,0.14794235127603086,-0.1449080422222788,0.05408545325852423,0.2006768971313126,-0.0015636033676919747,0.1355474171494383,0.11921979965485403,-0.021463505527039222,0.021576002773531125,-0.015873675765343855,0.072749973722591,-0.2745756810685649,-0.08511080457595223,0.07427997120226794,0.0661582421625379,-0.19623465310606908
5,-1.0,0.10982930092754224,0.08598375161855908,0.1702996022300983,0.37309571262791685,-0.16693653952017395,0.10676400933758895,0.28503868369649166,0.0062436763082421584,0.004247109733705102,0.3249849548054899,-0.22897923956709906,0.33810007822305815,-0.26830697638298956,-0.18074462598713437,-0.1336141122143937,-0.1767893357710345,0.16116938005077266,0.15681618245455498,0.2543517391398922,-0.023578648297941564,0.16098696767565668,0.20786720187398539,0.1490238423212423,0.12179468879265615,-0.07239526028324614,0.13297816765144976,0.1991309020741946,-0.11495277517340366
6,-1.0,0.0007679654070546295,0.10111473324006189,0.00812905474136921,0.11272090828617272,0.1839452179021781,0.05999020796784749,-0.199827622866496,-0.06281846646167698,0.12218641831300892,-0.16948081712981639,-0.018412786492754612,0.12703665129304306,-0.15465628943070453,0.06617687702266221,0.044800410579944085,0.16530372521269465,0.07504041969282724,-0.04427496243230601,0.10919243918473216,-0.14994815274271917,0.04918514997351418,0.0811818271302742,-0.08535357709529615,0.11247812264503422,-0.0319002706991897,0.09274422219087096,-0.01644787367407257,0.27590412830670885
7,1.0,0.06981099476262292,-0.24342037983718764,0.012606397963446559,-0.00886796669342526,-0.2943055576938826,0.24225974421439167,0.012480667190982198,-0.186938864858863,0.005060102657379055,-0.21838660684285366,-0.1179105294244523,-0.23544101375061266,-0.07299872950133594,0.05276558694821369,-0.12031793481413255,-0.28383149785575534,0.012159375147707001,0.09235185316517729,0.10404236186835425,0.06135027546155005,0.08598175063710672,-0.21796377064731065,-0.05446746549209637,-0.08915135364677114,-0.4803859902629136,-0.1455413979265828,-0.35928832028571783,0.18354923447983132
8,-1.0,-0.08578924154824245,-0.025086609578419086,-0.12933866290463988,0.13857128402669802,-0.0005006075821699772,0.011863472662922958,0.02536249628935689,0.2308427654902436,-0.10621424580123753,-0.0639330890295676,0.0763601566589097,-0.0764426772241094,0.1844126138138331,0.03307280474763437,0.08579777967556797,-0.12099177089585095,-0.23009260868441614,-0.2215275224248664,0.015996297478684772,-0.012747719522868711,0.0820629301309081,0.16563306180950235,0.09673011550768044,-0.02306368686312828,0.06935125904024704,0.061067188960003585,-0.10648351987262315,0.17868676368309705
9,-1.0,0.022844711888460562,-0.09955024712496877,0.1990487975144632,0.13060955630155086,-0.15544053221816959,-0.11452878384239933,-0.06227187528086358,-0.2982439665195235,-0.03796544390785403,0.12020139637720124,-0.09571379428963486,0.08369478431647676,0.4489577599422886,-0.31623804133246697,-0.22707907635427818,-0.03369980693692056,0.17189798327361341,-0.15088979186255688,-0.1588253535527528,0.25492484584029296,-0.06254601341815523,-0.2642035517003325,0.11080387782748574,-0.20632265262104882,-0.06965167696056042,0.15051948850230754,-0.042525365492468666,0.11516742532518773
