,reward,session,trial,mean_degree,std_degree,entropy_degree,mean_strenght,std_strenght,entropy_strenght,mean_closeness,std_closeness,entropy_closeness,mean_clustering,std_clustering,entropy_clustering,geodd,smallworld,mean_clustering_midbrain,mean_clustering_basal_ganglia,std_clustering_midbrain,std_clustering_basal_ganglia,mean_degree_midbrain,mean_degree_basal_ganglia,std_degree_midbrain,std_degree_basal_ganglia,mean_strenght_midbrain,mean_strenght_basal_ganglia,std_strenght_midbrain,std_strenght_basal_ganglia,mean_closeness_midbrain,mean_closeness_basal_ganglia,std_closeness_midbrain,std_closeness_basal_ganglia
0,1.0,21,0,31.537414965986393,22.212722991685514,2.455331662037866,1.141046664137538,0.8941601859879597,2.2416165298464326,0.021329956584721622,0.003247139968240629,2.855215626781276,0.3282847909540008,0.09085598419412598,2.8865917527703635,2.00215922546493,0.16396537636898903,0.3178576426272709,0.34378164207949025,0.08864254004902931,0.0915373417869906,39.3515625,29.517241379310345,27.47856830893112,15.601990787330408,1.455217212634531,1.0638135875367771,1.126149802846508,0.6239504844878524,0.0223517792018076,0.020744396457445222,0.0037612482297024134,0.002706697399985563
1,1.0,21,1,14.006756756756756,12.591286466710963,2.060058444198407,0.4154283988107098,0.43508555473018934,1.8367197772478243,0.013497523163028349,0.002372773401766808,2.7620373248414536,0.25251594925368215,0.15339327531836655,2.5604842178510103,2.4920064131928537,0.10133037696726835,0.23827695573759147,0.2726538826317164,0.12908443914299272,0.1545996661765906,17.2406015037594,11.513513513513514,15.955365550928539,8.477702460370626,0.5235620843541992,0.3354648022856137,0.5653107062276321,0.2663675865224638,0.014033816496819068,0.013115017915302032,0.0025687284378635017,0.0022933073161488272
2,1.0,21,2,27.970802919708028,20.165534522223773,2.1390746329618286,0.9844610476850257,0.7735370454851094,2.031024548974459,0.02035613677022489,0.003091323388765609,2.7461615259249177,0.32922641585303075,0.1052861384406126,2.84398112129091,2.0038234271810915,0.16429911507531125,0.32479479026814034,0.32736315253508863,0.10881236784358775,0.11182125119448573,32.91269841269841,27.84375,24.450799266732794,18.77682976270222,1.1781382950488926,0.9611598646654462,0.9618512735141982,0.6531575736993998,0.021296745351063056,0.020113440708546967,0.0033847325686986256,0.0029299051229789573
3,-1.0,21,5,13.222222222222221,9.371426420613165,2.4324514264933996,0.395937137898977,0.28538249180975545,2.362046414161487,0.013097539642860178,0.001574366696530646,2.780115097528782,0.24028358848368872,0.12441673733718597,2.5742705076273955,2.450863213811421,0.0980403912913669,0.21933580901888663,0.25900806165512047,0.11813024872394715,0.11998222067748437,15.11111111111111,13.583333333333334,11.380578581552967,8.430681401220715,0.4471862789085076,0.40713948800437666,0.347115000945004,0.25154150735135583,0.013321748223206567,0.013255846672964802,0.0017220287641599899,0.0014559600019064453
4,-1.0,21,6,31.24229074889868,19.234201596427884,2.425414112151473,1.242517818993555,0.8045757921872028,2.304460458719015,0.025136521724648156,0.0032456860241935745,2.686136847813587,0.3356206852320259,0.09190424051271893,2.9310136917732015,1.8884643873533196,0.17772147967396823,0.3208818283161418,0.36704855406564374,0.09859911791973416,0.08448515005086009,37.14678899082569,27.666666666666668,23.421477514355818,17.010734239446553,1.4893916842186574,1.1257260985936246,0.9863830340484474,0.7341389285984302,0.02611235080055479,0.024463236530418316,0.003623623966186731,0.0032424381988780207
5,-1.0,21,7,14.575250836120402,12.51207535220898,2.344760074437106,0.43777841708878934,0.4101079320150196,2.212351338918709,0.013401686909519721,0.0020892838050700587,2.761933613699486,0.2370318368815317,0.135758371559719,2.836477896792186,2.465331866849229,0.0961460159051389,0.2379859532969529,0.24532825431984925,0.12753085615605314,0.09656870041143799,18.28985507246377,15.914285714285715,15.815605437077485,10.40431621580041,0.5595173095251373,0.4745129542852709,0.5258029988785305,0.32119470426142077,0.014058346853716729,0.013430100980025946,0.0022511462836033278,0.0021960658834460287
6,-1.0,21,8,24.695340501792113,15.294610283923717,2.555538560956854,0.8248974330784584,0.5518567851431969,2.4788471909302676,0.018038114045474462,0.002382752148426128,2.848321238787821,0.282382351254495,0.10326451014781228,2.866874028927908,2.1010546401588406,0.13440028919626135,0.2642091920318616,0.336390591310364,0.09268486049742632,0.11617171338060012,28.024590163934427,24.975,17.84287666781492,14.266196935413447,0.9295422848374084,0.8810420463392721,0.6393985532516554,0.5330020464390679,0.018469979499524093,0.018257235438548465,0.0026268470746316627,0.0022691117613035804
7,-1.0,21,9,34.18410041841004,21.28879914322617,2.3755079022677523,1.3920531812907837,0.8924249850317623,2.2804524265126838,0.026170551025499124,0.0034684890621547457,2.6744655301558584,0.3686871372697651,0.0963453449297121,3.012553631974134,1.8848844977321473,0.19560197864291504,0.3510648809680471,0.38625395814464397,0.09574841118342531,0.08345455793517538,40.743362831858406,33.4,26.452086844441503,15.992498241363043,1.661409584186305,1.4709448521438064,1.1003254136203784,0.7668689507528249,0.027014038552282484,0.027335050564828697,0.003804362006209836,0.0037779132963126037
8,-1.0,21,11,26.15934065934066,19.25314004943277,2.314976744462734,0.8191123283307389,0.6527622935864498,2.2606205686049012,0.016735222074012818,0.002315828419306292,2.8298957519726717,0.2710695905588826,0.09340735102707304,2.5871946921893274,2.1689068507250324,0.12497982127183939,0.2670434480621527,0.2713206219648985,0.09323027855532301,0.09186622759296453,32.32167832167832,26.442307692307693,24.503346823951308,17.218520285680835,1.0332579093782661,0.8279113024964411,0.8410949327160174,0.5770548199667503,0.01756252133669336,0.0168061997837659,0.002688298041495333,0.0020882968011807033
9,-1.0,21,12,15.655430711610487,11.15137579484515,2.472738654148927,0.48469992448890015,0.35169005443515416,2.323349851955309,0.014410570407188633,0.0017779268125816341,2.8384232100141027,0.22901340729505645,0.11187614337220156,2.6912369481687723,2.3495536594294726,0.09747102662497453,0.21720850125100094,0.2292113015101431,0.10876136054526354,0.12199917797481948,18.015748031496063,15.5,13.518715083591156,10.727690027836063,0.5606100157336161,0.49146795475872757,0.43038239979794585,0.35256268117359696,0.014789584488817252,0.014228888435116861,0.002031771168515854,0.0018800899364919662
