,reward,1C,2C,3C,4C,5C,6C,7C,8C,9C,10C,11C,12C,13C,14C
0,1.0,-0.09880423975869657,0.07094496849832982,0.12394522919688353,-0.03229660127400421,-0.03486956480642614,0.1221014656123824,0.07158438580627818,-0.1351913853413165,-0.08602320849963861,0.053193826987424385,-0.05498825878870433,0.14291130260815296,0.07163998570293602,0.17499161012422307
1,1.0,0.06962288082368355,-0.22169409764511525,0.11561787181396255,0.07191496618843037,-0.16886539897070824,0.0826348257338772,-0.048200313978902024,-0.08996140362955846,-0.030068277531896434,-0.15603692752213527,0.05121056678618433,-0.13899139203529304,-0.07209476400390628,0.19662479188669973
2,1.0,-0.11164105897871292,-0.08124373404844568,0.11028803464623411,0.08228426375211005,-0.076562072439728,-0.11386453504357065,0.08208169336729669,-0.2174674510541754,-0.07830898526162881,-0.07098249862163594,0.1056621707778056,0.21051727136336493,0.14745913523601115,0.0575636744194689
3,-1.0,-0.11489097558891034,-0.046936715229885226,0.0431840983205409,0.015599641696396813,0.08534612876163844,-0.005865005710833385,0.08462137253301517,-0.0078034547421015924,-0.039805648868803646,-0.09740452045653598,0.059791432748136954,0.07253973792952557,-0.1386559679003751,0.06717744097801183
4,-1.0,-0.10130189475469452,0.07746160072713065,0.059443206218141115,-0.16140826923466228,-0.08183214057655161,0.10923598672417144,0.14708306411719516,-0.1474747731023967,-0.05727591922365486,-0.053321588240501004,0.06995510955556991,0.14649074810531923,0.01590043164665001,-0.25297025198503725
5,-1.0,0.09571027100533475,0.006545974928247695,-0.012983869979899138,-0.15896539469119006,-0.11819124359696087,0.09189791042031877,0.06768561625053068,0.015149926510115472,-0.022276680324248208,-0.03928061866993457,0.05803999130990066,-0.008659876219904437,0.05134760594676794,0.06251361777560284
6,-1.0,0.058275131768926854,-0.00763418862069517,-0.10087631074385976,-0.17379963788937183,-0.022082372695563852,-0.14906681928038112,-0.03787006260966014,-0.12065512669770534,-0.08696050384776842,-0.06328855532572769,-0.0025344580105878226,0.03647418875263962,-0.07971143597249465,0.059525813007409514
7,-1.0,-0.0024708518578636335,-0.02068908092321255,0.06839648173136384,0.16424713250297476,-0.004616803103652869,-0.06520327947918252,0.035822430342283114,-0.07780446183445507,0.08325695872764426,0.015238402056524939,-0.131672479495817,0.03766732707172925,-0.05026744693980704,0.03337272632098252
8,-1.0,0.02381427893321774,-0.10852937563615206,0.16569576217398108,-0.14484269826296925,0.08240356478684313,-0.09010916916227095,0.2389230798748248,-0.005973805948570538,0.08604546326049235,0.0021780928665348985,0.08298277115544418,-0.10613033120226766,0.008703320839324983,-0.13957082956373923
9,-1.0,0.16763766515739692,-0.057162382452421626,-0.10485564751693754,-0.07873208181498652,0.001055476265211116,0.14619712919504677,-0.14544962374039225,0.05361320641331457,0.1293439479992241,-0.12623708829401117,-0.01879055485451467,0.10864589753449114,0.12170928869123238,0.08543388267646494
10,-1.0,0.016754656403209455,0.08713791715669761,0.09230360778306138,-0.10812294186084354,-0.11131399291622168,-0.04537006309947768,0.11999286663366505,-0.11903512881618009,0.0366844768972542,0.0034490928836050177,-0.04763626422825781,0.06224969459479111,-0.03482833109548091,0.016293095884344595
11,-1.0,0.02430570638522381,0.06042419049074556,0.0568741233711007,-0.15392485406193787,0.020474164213764842,0.08232670699254595,0.08182732814240587,0.12005142696095644,-0.061018724173882606,-0.06533008035820491,-0.13006102781561052,0.0058042235329404685,-0.08145575716158095,0.10878044499829766
12,1.0,-0.01855947830130719,0.02196525659746695,0.07112517470021777,0.08399877798091013,-0.025973451838614693,-0.08002070707450613,-0.1454562788248554,-0.07585348817740456,-0.02643197094396977,-0.07789448703456349,0.055940319242067334,0.021506721065893384,0.02285127097249844,-0.0010846016577336509
13,-1.0,-0.22058482447509323,-0.17865870767822262,-0.21729366724728622,0.09254673145115695,-0.3182649912389543,-0.20197571318722823,0.08113252567762828,0.3460156017464792,-0.009160325297091288,-0.0923769924008714,-0.17076033065682772,-0.20541374760086906,0.25489635350530837,-0.27806887674438935
14,-1.0,0.11633681372815376,-0.13452251251587471,0.03606738156792225,-0.039183095754165204,0.001102636227477415,-0.024688653785930274,-0.10699022295494115,0.02705106527990291,0.09597547447899694,-0.13118467305366574,-0.028079734611545587,-0.012418763114972635,-0.040644044054491575,0.09560167390520542
15,1.0,0.1435197771100912,-0.11104681034294245,-0.039128198456109806,-0.06767205367229623,0.0069915976632266485,0.08874748586910408,-0.055110782465253826,0.08583169074401259,-0.07322108245676805,0.011061675983251201,0.05948557423663401,0.031651483381516334,0.13885227660975796,-0.14930491418953196
16,-1.0,0.008407915926796038,0.17880043001800888,0.025454284274260545,-0.11143999429317021,0.05151075056351328,-0.028396631265932375,-0.07317060415801725,-0.046402622229491104,-0.004256584203752405,-0.06379846731688,-0.027443580957926803,-0.16750811491999062,0.10244111799438461,-0.09224964042466871
17,-1.0,0.016886362327909035,0.04214613946481057,-0.010758341644389833,0.03144270926608464,-0.04985286086251377,0.021379919811036784,-0.14688597796237982,-0.007340723617893894,-0.0738061016976091,-0.06121942930729541,-0.0239605965183881,-0.08464323916247497,-0.12162005499415998,0.011300503954826338
18,-1.0,0.010908525110305522,0.13801295365868638,-0.09272604941722648,0.00724336530303331,0.018474933381193787,0.06095047963515806,-0.008021715707968268,0.014037466571277704,-0.03645611232242551,0.0693846183655427,-0.055358409961472684,-0.022375176593428824,-0.0671876629482646,-0.054311400881322656
19,-1.0,-0.3283616751144094,-0.34731617019971894,-0.30410961133717546,-0.05046168688599534,-0.1602129179944161,0.04413595557535091,0.0718315640750727,0.02827483736332711,-0.0566764249335569,-0.01892545634130694,-0.3700824085211651,0.024534135794347794,-0.28618937089673674,0.04701027098981876
20,-1.0,-0.058146296505416174,0.017625313142708016,-0.01524803424881062,0.02477500961927113,0.1663341933420363,0.0677994419587414,0.02187689016247826,0.02642258220302096,-0.0811584426528513,-0.034668209167095156,-0.062333380453245185,-0.02467055432858306,-0.027592657896024893,-0.014663931992561653
21,-1.0,-0.008315912691426928,-0.016607538265839366,0.13609493245514792,0.011471329971154768,0.13008063533224795,-0.1794182175886844,0.02018184588756086,0.09662280359173005,-0.03400276449755166,0.10256620899332033,-0.005589111610124238,-0.005998280723672711,-0.11697995687969844,0.029740459320479196
22,-1.0,-0.02553602487917692,-0.06842759058739152,0.013513588238191421,0.09586188357089198,0.09358646161757171,0.0739416981428467,-0.11962950124688679,0.03390848091302308,-0.14564806450963055,-0.10048344032974703,-0.07900686531583664,-0.03170605424314619,-0.12431782519805341,0.0019664909432162416
23,1.0,0.108724108259041,-0.022113369284319926,-0.07146161522234075,-0.08212039767631871,-0.14560523271029688,-0.049631074136680144,-0.09434771595642266,-0.09345123805449193,-0.16841548706837622,0.05409354433998144,0.1347242598990188,-0.072578123986384,-0.07131806727318228,0.037398046759103284
24,-1.0,-0.029590419645968917,0.16439076787730955,-0.002909673564695522,-0.05819197978149295,-0.05682085088869879,0.04508687735834228,-0.07585488173203975,0.11739130116964953,-0.19544092727758133,-0.020135652085547753,0.018535381511358955,0.09210568108788267,0.04613829202037549,0.11405521319215096
25,1.0,0.05125993039528756,0.022880196993313208,-0.06243934009650351,0.10068540541806205,0.06559976812588388,-0.013583961012505977,-0.09059823965888895,-0.020964048760409852,-0.0699466408475303,0.09725595198801738,0.06710392014600502,-0.06507115057802783,0.06813295617206573,0.0042784710416107225
26,-1.0,0.11092370694523614,0.0386256136996635,-0.08651297844241343,-0.011709834483234515,-0.09998023011929252,-0.048001727972610306,0.10178235589012877,-0.025656366170110897,-0.02221574392329931,0.23608414140050182,-0.06920563419513341,0.1705003363390691,-0.0218246060453047,-0.042961091696861936
27,-1.0,-0.13972598711413453,0.04520839152544975,-0.10738050377241234,0.011958338512326328,-0.0605376101691216,-0.07398837979471104,0.12330213013740485,0.010912168574534177,0.16255608637027502,-0.07350483558280807,0.05242274415580604,0.20363963828090265,-0.09288303405179278,-0.08082857198100692
28,-1.0,0.08569922878214412,-0.03379661957273444,-0.043412219905371766,0.1563385887403894,-0.10553766582327552,0.13536047057146858,-0.14810227268737447,-0.182857473688012,0.11244338931446135,-0.10828097381906182,-0.1291500426493881,-0.09692877197155757,0.07158510915884486,-0.05809729836424939
29,-1.0,0.002503855865143891,0.14606011616930967,-0.01842056317068714,0.008606727266833834,-0.15041064340794805,-0.012505431483527795,-0.005132313951781286,-0.030017024373558746,0.03950888927309072,0.003081370761215592,0.148898810339953,0.06265439807618244,-0.008930259010756732,-0.12635497493688547
