,reward,session,trial,mean_degree,std_degree,entropy_degree,mean_strenght,std_strenght,entropy_strenght,mean_closeness,std_closeness,entropy_closeness,mean_clustering,std_clustering,entropy_clustering,geodd,smallworld,mean_clustering_midbrain,mean_clustering_basal_ganglia,std_clustering_midbrain,std_clustering_basal_ganglia,mean_degree_midbrain,mean_degree_basal_ganglia,std_degree_midbrain,std_degree_basal_ganglia,mean_strenght_midbrain,mean_strenght_basal_ganglia,std_strenght_midbrain,std_strenght_basal_ganglia,mean_closeness_midbrain,mean_closeness_basal_ganglia,std_closeness_midbrain,std_closeness_basal_ganglia
0,-1.0,32,0,59.951367781155014,43.33215257124255,2.107597321466261,2.711023205526291,2.1818539024073096,1.8125427140905697,0.03611044290094409,0.0061381425613604755,2.686748701820078,0.49343361794500634,0.12504362219737677,2.917361266648658,1.8172214396916007,0.27153191524569875,0.38133982682728074,0.5053745967108325,0.1222178516321495,0.11855877829020006,113.58974358974359,52.37,62.71249740445268,33.709540192651694,5.410373673637776,2.3031367192728696,3.513140439974313,1.5754393658181365,0.04328845268970353,0.03507757704090238,0.006661477836475387,0.005131837902863502
1,1.0,32,2,43.79925650557621,25.33912441685812,2.617194957201013,2.0502570116074725,1.048150157849847,2.5412802120553666,0.03247043475552584,0.003110654039419812,2.8681325605381494,0.38786200199198234,0.11751507141011373,3.0216935902329123,1.8415913000055484,0.21061242089426344,0.34130135568532455,0.38048199118552234,0.12003244835417708,0.12066982927309268,54.869565217391305,45.8375,27.454791848840117,26.773328029029187,2.467147323788044,2.124229436860868,1.1164649164785632,1.1083352078473152,0.03421143774049586,0.03257532737928099,0.0031012371942966323,0.003116100075547112
2,-1.0,32,3,17.63855421686747,17.640300460007754,2.029197973057477,0.5148395896243095,0.5735445561922642,1.863422623738305,0.01339741984402556,0.002258125268209088,2.844262734143486,0.293042851735117,0.15469501276524933,2.62618499718895,2.4670158896455385,0.1187843389923287,0.28431999757295684,0.29068183312312973,0.14824341853714484,0.16375502906036882,31.157894736842106,14.609756097560975,24.824146050706645,14.680961703031496,0.9274059770056338,0.4231198136918258,0.8074758429582226,0.4774500286960316,0.015172370745445226,0.0129981326515508,0.0023603815416658527,0.002171136319303988
3,-1.0,32,5,23.076142131979694,20.357696990112114,1.7816123004074937,0.722226842953638,0.730851242054048,1.5323618320376906,0.016291231894709428,0.0027936376767195297,2.6964472933414325,0.30033933667605006,0.11086368668333257,2.7338794423646324,2.2559512277030778,0.13313201676875078,0.2653807361094879,0.3154499263671826,0.07602061859892059,0.11958893884720952,47.55263157894737,19.235042735042736,34.583763583524394,14.794615653966853,1.6391690893708346,0.5868997956768094,1.3894932873322787,0.4833112723978465,0.01972990271741055,0.015818366010734088,0.003525194418737464,0.0023537893340543716
4,-1.0,32,7,27.702349869451698,23.521118108820417,1.8997764825676748,0.9258303858414615,0.9433730946561003,1.6362111388105987,0.0184045789569902,0.003432876593278256,2.7658276475157484,0.3331165046503059,0.11717572643857192,2.7354429020178554,2.14769045698741,0.15510452335741726,0.3137641407444483,0.33446698055900353,0.12219263431354871,0.11089200709332593,53.270270270270274,25.277533039647576,39.191593588868805,19.88286352001432,1.9880624196808436,0.8290109956617173,1.784147635700963,0.7641677368914293,0.022550012458558432,0.018113306885591814,0.004256329444123761,0.0031689841053762703
5,-1.0,32,9,24.903846153846153,23.677021167388155,2.0572851723735948,0.7606209208175098,0.8096156774492865,1.8951783718155273,0.01569360635245854,0.002611579534577122,2.7340374469563877,0.31920891390913325,0.10650134821548458,2.5530045456033696,2.260484244670992,0.1412126249769962,0.2687617029335221,0.3295727534538571,0.061964070332156104,0.11054937013877188,55.78947368421053,21.051383399209485,36.962397603038376,17.965748265363956,1.8168865638053961,0.6301197471794102,1.3643119919880884,0.595744558834539,0.019196128406800506,0.015326050524464133,0.0028516544717782292,0.002166450544439185
6,1.0,32,11,28.203389830508474,25.770871334363022,2.021830796055517,0.9135305122513863,1.0067515518011927,1.7918731843927227,0.017433676062535795,0.003323417590814702,2.7767459802844137,0.3339076140128094,0.1105362748517512,2.479649680144375,2.1997108535696657,0.1517961387838533,0.2940516889585957,0.3397527123876849,0.07979018889015027,0.11366368666310395,62.92307692307692,24.578125,42.97010565819142,19.28633315289288,2.370362690628762,0.7548929483011904,2.0003320689879778,0.6346403646247171,0.022161161048656373,0.01691196621286492,0.0041418180079770784,0.0027404321511926115
7,-1.0,32,12,16.54501216545012,16.564253517325398,1.6511755713784004,0.4921294673662666,0.5587539292657886,1.4740269991349373,0.013880021759371933,0.002374602181672069,2.7276980764712477,0.27978698497382715,0.1351930268056722,2.6145620257176425,2.4609696753901846,0.11368973286087614,0.3134699372248753,0.2793761163925646,0.15294890805498335,0.134872828285193,29.71794871794872,14.344,27.97155030672188,13.600355289476816,0.9344966043397519,0.42348296432633575,1.015894798574308,0.4517370190914461,0.016078312524741248,0.01357711705440806,0.002587649972615086,0.0022174809198230254
8,1.0,32,13,44.32727272727273,28.762636461186016,2.5371097766026693,2.1850248040664204,1.287146749402651,2.326404913577816,0.034383717532083566,0.0038014014319985904,2.692430560264734,0.4429537212970934,0.13440086984909128,3.1258588931620253,1.842415394824154,0.2404201151062192,0.3454553192941878,0.43252849681709044,0.1345725190045695,0.13069504943731033,68.57142857142857,44.93333333333333,42.44612431527471,28.15070553684618,3.2622792443126047,2.1983085264742552,1.961888520497554,1.2841034691656572,0.036887644407739284,0.03441483974489875,0.005147631665975262,0.003800164390150911
9,-1.0,32,16,21.94579945799458,19.30772876892892,2.0960432801644213,0.7012245541303027,0.7475431611435317,1.8086108970988093,0.01589881706500025,0.0028671183221137798,2.732828600218794,0.3071177548949262,0.11255129026768357,2.839522214390673,2.284022622834924,0.13446353456592838,0.2991428643531884,0.3071194200116463,0.10791020253778719,0.11478063124047684,45.08108108108108,18.567441860465117,31.603436674546558,15.005854995754042,1.6395627460916968,0.5643314731380304,1.4189757765831974,0.5167761884177456,0.019594318220307175,0.015309861106672172,0.0036106823933859202,0.0023038110319510527
