,reward,session,trial,mean_degree,std_degree,entropy_degree,mean_strenght,std_strenght,entropy_strenght,mean_closeness,std_closeness,entropy_closeness,mean_clustering,std_clustering,entropy_clustering,geodd,smallworld
0,-1.0,9,0,26.942339373970345,23.03685829267636,2.033871921750629,0.8220957050602206,0.7607602304615801,1.8855888340311033,0.014887221348329266,0.0021714475965668484,2.7414154199261285,0.30226345189046944,0.10930409161362413,2.96315138929645,2.3290543222361775,0.12977947701978007
1,-1.0,9,1,26.442067736185383,22.174416663572988,1.6921132574263518,0.8233061128764488,0.753612129134791,1.5544015530012092,0.015599333762204147,0.0022816883422268237,2.6614340705817927,0.30799919513940566,0.11440483352948146,2.806397355577273,2.2927170868347337,0.13433807289525695
2,-1.0,9,4,30.08503401360544,25.679664136606444,2.034128767672718,0.9573168444567205,0.91544078979508,1.8846214708973288,0.016007371507491833,0.002465911772420829,2.7090989543464596,0.3297624898858771,0.12779388293301863,2.9386718784279275,2.272137815944095,0.14513313742320583
3,-1.0,9,5,65.74358974358974,47.07218567303645,2.093862631740734,3.580401717339421,2.3888642298899323,1.9854311487080154,0.04187050274454201,0.005217415602208432,2.620104057362523,0.5217269209663072,0.16236194559155334,3.0604688309449743,1.8310328917012721,0.28493585414599176
4,1.0,9,7,44.63345195729537,36.921637010607554,2.1056848901732446,1.5462576053452213,1.443353244113581,2.0257191372387795,0.02019605007447393,0.0033486505253432558,2.8343662701473464,0.3739896929860268,0.1103694791547877,2.9438028604458344,2.0412012103450246,0.18322039546645735
5,-1.0,9,8,39.330049261083744,31.879407936912543,1.907334564522556,1.2946120216697472,1.1738873215620487,1.7622273849012395,0.018660782350721616,0.0028269725611094515,2.5731863335222886,0.32685909307297073,0.10617836816379607,2.703063094248071,2.1089685420447672,0.15498528619875093
6,1.0,9,11,45.39469026548672,34.59052466479051,1.9063733673188412,1.6304739989199333,1.3425306676065816,1.7624890114093672,0.02155935669803937,0.003156466009340791,2.6937249923147575,0.36558531834970875,0.10623028020513621,3.0289339678473794,1.9965292160923869,0.18311042753746096
7,-1.0,9,12,28.262536873156343,24.42082107790086,1.8133051849717925,0.8439963289821281,0.7983021206658593,1.6887271200618597,0.014667213586295812,0.0021032602372257478,2.5732207548703245,0.28480239171540517,0.10489139607229324,2.839866020419272,2.344165435745938,0.12149415197941356
8,-1.0,9,14,30.26101694915254,25.129016363013378,1.8527102739277121,0.946642960279586,0.8505390722068951,1.7658289946512142,0.015848288318030895,0.002335580612780892,2.7480500604426745,0.31493851870356193,0.11392139763458096,2.8598100747718576,2.2618917441224715,0.1392367780296869
9,-1.0,9,18,31.29310344827586,25.02061813281037,1.8892492059083539,0.9972655680941408,0.872337940106995,1.7645314518756403,0.01673658222205468,0.002337498452289444,2.6966219738300343,0.29771535098597773,0.11145467660231957,2.896692623385082,2.2213447680304927,0.13402482823498876
